pmid,title,abstract
35422967,Deciphering the structure of Arabidopsis thaliana 5-enol-pyruvyl-shikimate-3-phosphate synthase: An essential step toward the discovery of novel inhibitors to supersede glyphosate.,"Glyphosate interferes with plant aromatic metabolism through the inhibition of 5-enol-pyruvyl-shikimate-3-phosphate (EPSP) synthase [EPSPS, EC 2.5.1.19]. For this reason, EPSPS has been extensively studied in a vast array of organisms. This notwithstanding, up to date, the crystal structure of the protein has been solved exclusively in a few prokaryotes, while that of the plant enzyme has been only deduced in silico by similarity. This study aimed at determining the structure of EPSPS from the plant model species Arabidopsis thaliana, which has been cloned, heterologously expressed and affinity-purified. The kinetic properties of the enzyme have been determined, as well as its susceptibility to the inhibition brought about by glyphosate. The crystal structure of the protein has been resolved at high resolution (1.4 Å), showing open conformation of the enzyme, which is the state ready for substrate/inhibitor binding. This provides a framework for the structure-based design of novel EPSPS inhibitors. Surface regions near the active-site cleft entrance or at the interdomain hinge appear promising for inhibitor selectivity, while bound chloride near the active site is a potential placeholder for anionic moieties of future herbicides."
35435713,"Microwell Fluoride Screen for Chemical, Enzymatic, and Cellular Reactions Reveals Latent Microbial Defluorination Capacity for -CF3 Groups.","The capacity to defluorinate polyfluorinated organic compounds is a rare phenotype in microbes but is increasingly considered important for maintaining the environment. New discoveries will be greatly facilitated by the ability to screen many natural and engineered microbes in a combinatorial manner against large numbers of fluorinated compounds simultaneously. Here, we describe a low-volume, high-throughput screening method to determine defluorination capacity of microbes and their enzymes. The method is based on selective binding of fluoride to a lanthanum chelate complex that gives a purple-colored product. It was miniaturized to determine biodefluorination in 96-well microtiter plates by visual inspection or robotic handling and spectrophotometry. Chemicals commonly used in microbiological studies were examined to define usable buffers and reagents. Base-catalyzed, purified enzyme and whole-cell defluorination reactions were demonstrated with fluoroatrazine and showed correspondence between the microtiter assay and a fluoride electrode. For discovering new defluorination reactions and mechanisms, a chemical library of 63 fluorinated compounds was screened in vivo with Pseudomonas putida F1 in microtiter well plates. These data were also calibrated against a fluoride electrode. Our new method revealed 21 new compounds undergoing defluorination. A compound with four fluorine substituents, 4-fluorobenzotrifluoride, was shown to undergo defluorination to the greatest extent. The mechanism of its defluorination was studied to reveal a latent microbial propensity to defluorinate trifluoromethylphenyl groups, a moiety that is commonly incorporated into numerous pharmaceutical and agricultural chemicals. IMPORTANCE Thousands of organofluorine chemicals are known, and a number are considered to be persistent and toxic environmental pollutants. Environmental bioremediation methods are avidly being sought, but few bacteria biodegrade fluorinated chemicals. To find new organofluoride biodegradation, a rapid screening method was developed. The method is versatile, monitoring chemical, enzymatic, and whole-cell biodegradation. Biodegradation of organofluorine compounds invariably releases fluoride anions, which was sensitively detected. Our method uncovered 21 new microbial defluorination reactions. A general mechanism was delineated for the biodegradation of trifluoromethylphenyl groups that are increasingly being used in drugs and pesticides."
35453442,"Ornipural® Mitigates Malathion-Induced Hepato-Renal Damage in Rats via Amelioration of Oxidative Stress Biomarkers, Restoration of Antioxidant Activity, and Attenuation of Inflammatory Response.","The current study was instigated by investigating the ameliorative potential of Ornipural® solution against the hepato-renal toxicity of malathion. A total number of 35 male Wistar albino rats were divided equally into five groups. Group 1 served as control and received normal saline intraperitoneally. Group 2, the sham group, were administered only corn oil (vehicle of malathion) orally. Group 3 was orally intoxicated by malathion in corn oil at a dose of 135 mg/kg BW via intra-gastric gavage. Group 4 received malathion orally concomitantly with Ornipural® intraperitoneally. Group 5 was given Ornipural® solution in saline via intraperitoneal injection at a dose of (1 mL/kg BW). Animals received the treatment regime for 30 days. Histopathological examination revealed the harmful effect of malathion on hepatic and renal tissue. The results showed that malathion induced a significant decrease in body weight and marked elevation in the activity of liver enzymes, LDH, and ACP. In contrast, the activity of AchE and Paraoxonase was markedly decreased. Moreover, there was a significant increase in the serum content of bilirubin, cholesterol, and kidney injury markers. A significant elevation in malondialdehyde, nitric oxide (nitrite), and 8-hydroxy-2-deoxyguanosine was observed, along with a substantial reduction in antioxidant activity. Furthermore, malathion increased tumor necrosis factor-alpha, the upregulation of IL-1B, BAX, and IFN-β genes, and the downregulation of Nrf2, Bcl2, and HO-1 genes. Concurrent administration of Ornipural® with malathion attenuated the detrimental impact of malathion through ameliorating metabolic biomarkers, restoring antioxidant activity, reducing the inflammatory response, and improving pathologic microscopic alterations. It could be concluded that Ornipural® solution demonstrates hepatorenal defensive impacts against malathion toxicity at biochemical, antioxidants, molecular, and cellular levels."
35468782,Environmental pesticide exposure and non-Hodgkin lymphoma survival: a population-based study.,"BACKGROUND: There is evidence indicating that pesticide exposure is a risk factor for non-Hodgkin lymphoma (NHL) development. However, the association between pesticide exposure and NHL survival is not well-established. METHODS: Using the California Cancer Registry, we identified patients with a first primary diagnosis of NHL from 2010 to 2016 and linked these patients with CalEnviroScreen 3.0 to obtain production agriculture pesticide exposure to 70 chemicals from the state-mandated Pesticide Use Reporting (PUR) by census tract from 2012 to 2014. In addition, data from PUR was integrated into a geographic information system that employs land-use data to estimate cumulative exposure to specific pesticides previously associated with NHL (glyphosate, organophosphorus, carbamate, phenoxyherbicide, and 2,4-dimethylamine salt) between 10 years prior up to 1 year after NHL diagnosis. Multivariable Cox proportional hazards regression models were used to evaluate the association between total pesticide exposure from CalEnviroScreen 3.0 and individual pesticide exposure from geographic land use data and lymphoma-specific and overall survival. RESULTS: Among 35,808 NHL patients identified, 44.2% were exposed to pesticide in their census tract of residence. Glyphosate, organophosphorus, carbamate, phenoxyherbicide, and 2,4-dimethylamine salt exposure was observed in 34.1%, 26.0%, 10.6%, 14.0%, and 12.8% of NHL patients, respectively. Total pesticide exposure at the time of diagnosis was not associated with lymphoma-specific or overall survival. In addition, no association was consistently found between glyphosate, organophosphorus, carbamate, phenoxyherbicide, and 2,4 dimethylamine salt exposure and lymphoma-specific or overall survival. CONCLUSIONS: Although we found no consistent associations between agricultural pesticide exposure at the neighborhood level and worse survival, these results provide a platform for designing future studies to determine the association between pesticide and NHL."
35469890,γ-Aminobutyric acid (GABA) improves pesticide detoxification in plants.,"It is important to ensure food safety to study the technology and mechanism of pesticide residues degradation in crops. Though γ-aminobutyric acid (GABA) has been widely reported to involve in plant stress resistance, whether exogenous application or endogenous regulation of GABA by gene-editing technology can promote the pesticide detoxification is not clear in plants. Using tomato and chlorothalonil (CHT) as research models, we discovered that exogenous application of GABA or endogenous elevation of GABA by knockout of pyruvate-dependent GABA transaminase promoted both CHT metabolism and plant stress tolerance to CHT. This is closely related to the active adaptation of GABA to CHT stress by regulating the plant GABA shunt pathway and polyamine pathway. The transcriptome data revealed 17 target genes that may be closely related to the involvement of GABA in CHT metabolism, including 4 peroxidases, 5 glycosyltransferases, 4 glutathione S-transferases, and 4 ABC transporters. In addition, the glutathione detoxification pathway and antioxidative enzyme also actively participated in the GABA-induced CHT detoxification process, which played an important role in relieving CHT stress. As a result, GABA significantly increased the photosynthetic capacity of tomato leaves under CHT stress. While studying photosynthesis, we unexpectedly found that GABA promotes stomatal closure in terms of decreased stomatal conductance and stomatal diameter. This result implies that GABA can reduce CHT absorption by regulating stomatal movement in leaves. Together, we provided a novel viewpoint that foliar application of GABA or metabolic engineering of GABA is an effective approach to reduce the risk of pesticide contamination in crop production."
35479248,Novel fabrication of a yeast biochar-based photothermal-responsive platform for controlled imidacloprid release.,"For improving the utilization efficiency of pesticides, we developed a novel pesticide delivery particle (YINCP@EC) with a core-shell structure based on yeast biochar, imidacloprid (IMI), ammonium bicarbonate (NH4HCO3), calcium alginate (CA), and ethyl cellulose (EC). Therein, yeast biochar, IMI and NH4HCO3 were absorbed in the network-structured of CA to obtain YINCP through hydrogen bonds. The resulting composite was granulated using an ion gelation technique and then coated with EC to form YINCP@EC. In this platform, yeast biochar serving as a photothermal agent can efficiently convert sunlight energy into thermal energy, thereby triggering NH4HCO3 decomposition into CO2 and NH3 that can break through the EC coating and facilitate IMI release. In addition, the influence of yeast biochar content, pH, and coexisting ions was systematically studied to evaluate the release behavior of IMI from YINCP@EC. Moreover, the hydrophobic EC shell endowed YINCP@EC with high stability in aqueous solution for at least 60 days. Consequently, this novel composite with simple preparation, low cost and remarkable photothermal-responsive properties has a huge application potential in agriculture."
35479381,A novel electronic nose for the detection and classification of pesticide residue on apples.,"Excessive pesticide residues are a serious problem faced by food regulatory authorities, suppliers, and consumers. To assist with this challenge, this work aimed to develop a method of detecting and classifying pesticide residue on fruit samples using an electronic nose, through the application of three different data-recognition algorithms. The apple samples carried various concentrations of two known pesticides, namely cypermethrin and chlorpyrifos. Data collection was performed using a PEN3 electronic nose equipped with 10 metal oxide semiconductor (MOS) sensors. In order to classify and analyze these pesticide residues on the apple samples, principal component analysis (PCA), linear discriminant analysis (LDA), and support vector machine (SVM) results were combined with sensor output responses to realize MOS sensor array data visualization. The results indicated that all three data-recognition algorithms accurately identified the pesticide residues in the apple samples, with the PCA algorithm exhibiting the best classification and discrimination ability. Consequently, this work has shown that the MOS electronic nose, in combination with data-recognition algorithms, can provide support for the rapid and non-destructive identification of pesticide residues in fruits and can provide an effective tool for the detection of pesticide residues in agricultural products."
35481779,Exposure to Atrazine Induces Lung Inflammation through Nrf2-HO1 and Beclin 1/LC3 Pathways.,"BACKGROUND/AIMS: Atrazine (ATR) is the second most widely used herbicide, after glyphosate, that is used to stop pre- and post-emergence broadleaf and grassy weeds. In 2007, it was included in the class of endocrine disruptors due to the impact its exposure had on human health. Occasional ATR exposure at work has been linked to an increased risk of respiratory problems, but the molecular mechanisms underlying this relationship has not yet been fully elucidated. METHODS: Mice were exposed to an aerosol containing ATR. In particular ATR aerosol was prepared by dissolving 250 mg of ATR in a vehicle made with saline and 10% DMSO. Seven days after the aerosol exposure, the mice were sacrificed and lung tissue, bronchoalveolar lavage fluid (BALF), and blood samples were collected for histology and biochemical analysis. RESULTS: ATR inhalation induces a generalized state of oxidative/nitrosative stress that leads to an increase in cytokines production and to a physiologically unstable antioxidant defense response evaluated by the alteration of Nrf-2 pathways. Moreover, it stimulates autophagy through Beclin 1/Lc3 expressions and increases lipid peroxidation and apoptosis. All these effects culminate in serious alterations in the tissue architecture of the lungs and to an increase in mucus production and mast cells degranulation. CONCLUSION: Our study shows, for the first time, the impact of ATR inhalation on lung tissue. This could represent the first step to also recognize this substance as a problematic air pollutant as well as a soil and water contaminant."
35499021,Effect of storage conditions on content of pesticide residues in sweet cherries.,"Dynamics of pesticides decomposition in sweet cherry fruits at different technologies of long-term storage, ultra-low oxygen and modified atmosphere packing, and after post-harvesting application of 1-methylcyclopropen and ozone has been studied. We assumed that type of pesticide and fruit storage conditions may have a profound effect on pesticide residues content. Therefore, levels of residues after applying combinations of active ingredients including acetamiprid, boscalid, cyprodinil, fenhexamid, fenpyrazamine, fludioxonil, fluopyram, pyraclostrobin, pirimicarb, tebuconazole, thiacloprid, and trifloxystrobin were monitored. We found these contents below tolerated maximum residue limits when applied at recommended times and depended on period prior to withdrawal. Low contents of acetamiprid, boscalid, fenpyrazamine, thiacloprid, pirimicarb, and fludioxonil were found when fruit were stored in modified atmosphere packages. Ozone affected degradation of tebuconazole, pyraclostrobin, and cyprodinil. However, differences between storage regimens were not statistically significant (p ≥ 0.05). Kinetic of degradation was studied with fruits stored after treatment with 1-methylcyclopropen and ozone."
35504369,First national survey of residues of active substances in honeybee apiaries across Spain between 2012 and 2016.,"This nationwide monitoring aimed to investigate the prevalence of residues of plant protection products (PPPs) and veterinary medicine products (VMPs) based on random selection of apiaries of Apis mellifera. For a three-year period (2012, 2013 and 2016), this study targeted 306 PPPs, VMPs and other active substances in 442 samples of bee bread honeycomb (BBHC) and 89 samples of honeybees collected from up to 177 apiaries. The results indicate that honeybees were most often exposed to residues of coumaphos, tau-fluvalinate, chlorfenvinphos, and acrinathrin, with a prevalence from a maximum of 98.8% to 49.4% in BBHC samples. Residues of coumaphos, tau-fluvalinate, amitraz (DMF + DMPF), carbendazim and orthophenylphenol were also frequently detected, from a maximum of 55.1% to 13.5% of the honeybee samples. Neonicotinoid residues, namely clothianidin and thiamethoxam, whose outdoor uses in crops are completely banned in EU, were not detected. Imidacloprid was found in 3.4% to 13.3% of samples during 2013 and 2016, respectively. Imidacloprid exceeded its acute toxicity (LD50) value for honey bees in two samples of BBHC. Fipronil was detected in 0.5% of the samples during 2013. The diversity of active substances found (% of different residues analyzed) ranged from 33.9% to 37.2% in BBHC from 2012, 2013 to 2016, and was of 26.5% in honeybees in 2016. In at least 54% of the samples, the total residue load was in the range of 200 to 1500 μg·kg-1. Up to 50% of BBHC samples were positive for one or two residues. No toxic residues for honeybees were detected in up to 88.8% of bee samples. This systematic surveillance of active substances assisted the evaluation of which target pesticides to look for and provided support to the competent authorities in the bee health decision-making."
35506583,Lab-on-a-Molecule Probe: Multitarget Detection of Five Aromatic Pesticides Using a Supramolecular Probe under Single Wavelength Excitation.,"In order to prevent and control the effects of pesticide residues on human health and the ecological environment, the rapid, highly sensitive, and selective detection of multiple pesticide residues has become an urgent problem to be solved. Herein, a lab-on-a-molecule probe based on a host-guest complex (ThT@Q[8] probe) has been developed to simultaneously analyze multiple aromatic pesticides under single wavelength excitation, such as fuberidazole, thiabendazole, carbendazim, thidiazuron, and tricyclazole. The fluorescence titration spectra of the ThT@Q[8] probe with the five pesticides mentioned above showed that the fluorescence intensity exhibited a good linear correlation with the pesticide concentration and the limit of detection was as low as 10-7 M. Because the ThT@Q[8] probe exhibits diverse fluorescence color changes to the five pesticides studied under a 365 nm ultraviolet lamp, we fabricated a single probe used to detect multiple analytes in the RGB triple channel by extracting the RGB variations. Principal component analysis and linear discriminant analysis proved that the ThT@Q[8] probe can recognize and distinguish five pesticides and can be applied at different concentrations. In real samples, the ThT@Q[8] probe recognized and distinguished five pesticides in tap water and Huaxi River water. The 1H NMR spectra results proved that a charge-transfer complex of ThT and pesticides in the Q[8] cavity may be formed. Moreover, we selected a test strip as a carrier to detect pesticides. The results indicate it can be used to quickly and conveniently detect different pesticides due to the rapid color change. Besides, the ThT@Q[8] probe has good cell permeability and can be used to detect pesticide residues in living cells. This work has laid the foundation for the qualitative and quantitative multitarget detection of pesticide residues."
35508894,Hybrid Chemoenzymatic Synthesis of C7 -Sugars for Molecular Evidence of in vivo Shikimate Pathway Inhibition.,"The design of distinctive chemical synthesis strategies aims for the most efficient routes towards versatile compounds in drug target studies. Here, we establish a powerful hybrid synthetic approach of total chemical and chemoenzymatic synthesis to efficiently obtain various 7-deoxy-sedoheptulose (7dSh, 1) analogues, unique C7 sugars, for structure-activity relationship studies. 7dSh (1) is a rare microbial sugar with in planta herbicidal activity. As natural antimetabolite of 3-dehydroquinate synthase (DHQS), 7dSh (1) inhibits the shikimate pathway, which is essential for the synthesis of aromatic amino acids in bacteria, fungi, and plants, but absent in mammals. As glyphosate, the most used chemical herbicide faces restrictions worldwide, DHQS has gained more attention as valid target of herbicides and antimicrobial agents. In vitro and in vivo analyses of the C7 -deoxysugars confirm DHQS as enzymatic target, highlight the crucial role of uptake for inhibition and add molecular aspects to target mechanism studies of C7 -sugars as our contribution to global efforts for alternative weed-control strategies."
35559963,Co-exposure to boscalid and TiO2 (E171) or SiO2 (E551) downregulates cell junction gene expression in small intestinal epithelium cellular model and increases pesticide translocation.,"A recent published study showed that TiO2 (E171) and SiO2 (E551), two widely used nano-enabled food additives, increased the translocation of the commonly used pesticide boscalid by 20% and 30% respectively. Such increased absorption of pesticides due to the presence of engineered nanomaterials (ENMs) in food raises health concerns for these food additives. In this companion study, mRNA expression of genes related to cell junctions in a small intestinal epithelial cellular model after exposure to simulated digestas of fasting food model (phosphate buffer) containing boscalid (150 ppm) with or without either TiO2 or SiO2 (1% w/w) were analyzed. Specific changes in cell barrier function underlying or contributing to the increased translocation of boscalid observed in the previous study were assessed. Results showed that exposure to boscalid alone has no significant effect on cell junction genes, however, co-exposure to boscalid and TiO2 significantly regulated expression of cell-matrix junction focal adhesion-related genes, e.g., downregulating Cav1 (-1.39-fold, p < 0.05), upregulating Cav3 (+ 3.30-fold, p < 0.01) and Itga4 (+ 3.30-fold, p < 0.05). Similarly, co-exposure to boscalid and SiO2 significantly downregulated multiple cell-cell junction genes, including tight junction genes (Cldn1, Cldn11, Cldn16, Cldn18, and Jam3), adherens junction genes (Notch1, Notch3, Pvrl1) and gap junction genes (Gja3 and Gjb2), as well as cell-matrix junction focal adhesion genes (Itga4, Itga6, Itga7). Together, these findings suggest that co-ingestion of boscalid with TiO2 (E171) or SiO2 (E551) could cause weakening of cell junctions and intercellular adhesion, which could result in dysregulation of paracellular transport, and presumably contributed to the previously observed increased translocation of boscalid at the presence of these ENMs. This novel finding raises health safety concerns for such popular food additives."
35564359,"A Method for the Analysis of Glyphosate, Aminomethylphosphonic Acid, and Glufosinate in Human Urine Using Liquid Chromatography-Tandem Mass Spectrometry.","The extensive use of herbicides, such as glyphosate and glufosinate, in crop production during recent decades has raised concerns about human exposure. Nevertheless, analysis of trace levels of these herbicides in human biospecimens has been challenging. Here, we describe a method for the determination of urinary glyphosate, its degradation product aminomethylphosphonic acid (AMPA), and glufosinate using liquid chromatography-tandem mass spectrometry (LC−MS/MS). The method was optimized using isotopically labelled internal standards (13C2, 15N-glyphosate, 13C, 15N, D2-AMPA, and D3-glufosinate) and solid-phase extraction (SPE) with cation-exchange and anion-exchange cartridges. The method provides excellent chromatographic retention, resolution and peak shape of target analytes without the need for strong acidic mobile phases and derivatization steps. The instrument linearity was in the range of 0.1−100 ng/mL, with R > 0.99 in the matrix for all analytes. The method detection limits (MDLs) and the method quantification limits (MQLs) were in the ranges of 0.12 (AMPA and glufosinate)−0.14 (glyphosate) ng/mL and 0.40 (AMPA)−0.48 (glyphosate) ng/mL, respectively. The recoveries of analytes spiked into urine matrix ranged from 79.1% to 119%, with coefficients of variation (CVs) of 4−10%. Repeated analysis of samples for over 2 weeks showed intra-day and inter-day analytical variations of 3.13−10.8% and 5.93−12.9%, respectively. The matrix effects for glyphosate, AMPA, and glufosinate spiked into urine matrix averaged −14.4%, 13.2%, and 22.2%, respectively. The method was further validated through the analysis of external quality assurance proficiency test (PT) urine samples. The method offers optimal sensitivity, accuracy, and precision for the urine-based assessment of human exposure to glyphosate, AMPA, and glufosinate."
35572106,A Portable Fluorescent Hydrogel-Based Device for On-Site Quantitation of Organophosphorus Pesticides as Low as the Sub-ppb Level.,"Portable devices possess powerful application prospects in on-site sensing without the limitation of bulky instruments. Given the relevance of pesticides to food safety, we herein fabricated a robust gold nanocluster (AuNC)-based hydrogel test kit for precisely quantified chlorpyrifos by using a three-dimensional (3D) printed subsidiary device. In this work, the fluorescence of AuNC-based hydrogel could be efficiently quenched by cobalt oxyhydroxide nanoflakes (CoOOH NFs) through the Förster resonance energy transfer effect. Chlorpyrifos as an acetylcholinesterase inhibitor controls the enzymatic hydrolysis reaction and further regulates the production of thiocholine that could decompose CoOOH nanoflakes into Co2+, resulting in the fluorescence response of AuNC-based hydrogel. By using a homemade subsidiary device and smartphone, the fluorescence color was transformed into digital information, achieving the on-site quantitative detection of chlorpyrifos with the limit of detection of 0.59 ng ml-1. Owing to specific AuNC signatures and hydrogel encapsulation, the proposed fluorescence hydrogel test kit displayed high sensitivity, good selectivity, and anti-interference capability in a real sample analysis, providing great potential in on-site applications."
35583593,"A Pretreatment with Isoorientin Attenuates Redox Disruption, Mitochondrial Impairment, and Inflammation Caused by Chlorpyrifos in a Dopaminergic Cell Line: Involvement of the Nrf2/HO-1 Axis.","The C-glucosyl flavone isoorientin (ISO) is obtained by humans from the diet and exhibits several cytoprotective effects, as demonstrated in different experimental models. However, it was not previously shown whether ISO would be able to prevent mitochondrial impairment in cells exposed to a chemical stressor. Thus, we treated the human neuroblastoma SH-SY5Y cells with ISO (0.5-20 µM) for 18 h before a challenge with chlorpyrifos (CPF) at 100 µM for additional 24 h. We observed that ISO prevented the CPF-induced lipid peroxidation and protein carbonylation and nitration in the membranes of mitochondria extracted from CPF-treated cells. ISO also attenuated the CPF-elicited increase in the production of reactive species in this experimental model. Moreover, ISO prevented the CPF-induced disruption in the activity of components of the oxidative phosphorylation (OXPHOS) system in the SH-SY5Y cells. ISO also promoted an anti-inflammatory action in the cells exposed to CPF. CPF caused a decrease in the activity of the enzyme heme oxygenase-1 (HO-1), a cytoprotective agent. On the other hand, ISO upregulated HO-1 activity in SH-SY5Y cells. Inhibition of HO-1 by zinc protoporphyrin-IX (ZnPP-IX) suppressed the cytoprotection induced by ISO in the CPF-treated cells. Besides, silencing of the transcription factor nuclear factor erythroid 2-related factor 2 (Nrf2) abolished the ISO-induced HO-1 upregulation and mitochondrial benefits induced by this flavone on the CPF-challenged cells. Thus, ISO protected mitochondria of the CPF-treated cells by an Nrf2/HO-1-dependent fashion in the SH-SY5Y cells."
35585359,"Effects of environmentally relevant concentrations of atrazine and glyphosate herbicides, isolated and in mixture, on two generation of the freshwater microcrustacean Daphnia magna.","The herbicides atrazine and glyphosate are used worldwide and their excessive usage results in the frequent presence of these pesticides in environmental compartments. We evaluated the effects of environmentally relevant concentrations of analytical standards and commercial formulations of atrazine (2 µg L-1) and glyphosate (65 µg L-1), isolated and in mixture (2 + 65 µg L-1) on the microcrustacean Daphnia magna. Through chronic exposure (21 days) of two generations, we observed effects on survival, reproductive capacity and responses of the antioxidant defense system (catalase) and biotransformation system (glutathione S-transferase). The survival of organisms was affected in the second generation (F1) with a mortality of 17% in the mixture of commercial formulations treatments. In the evaluation of the first generation (F0) we observed only effects on sexual maturation of organisms, while in the F1, changes were observed in all parameters evaluated. A statistical difference (p < 0.05) was also observed between the analytical standards and the commercial formulations for all parameters evaluated, indicating that other components present in the formulations can change the toxicity of products. We suggest that atrazine can modulate toxicity when mixed with glyphosate, as the standard analytical atrazine and mixture of analytical standards results were similar in most parameters. Given the difficulty in estimating effects of mixtures and considering that various stressors are found in the environment, our results support the need to carry out long-term studies and, above all, to verify what are the impacts across generations, so that the toxicity of products is not underestimated. Graphical abstract."
35597361,"Pesticides in ambient air, influenced by surrounding land use and weather, pose a potential threat to biodiversity and humans.","Little is known about (i) how numbers and concentrations of airborne pesticide residues are influenced by land use, interactions with meteorological parameters, or by substance-specific chemo-physical properties, and (ii) what potential toxicological hazards this could pose to non-target organisms including humans. We installed passive air samplers (polyurethane PUF and polyester PEF filter matrices) in 15 regions with different land uses in eastern Austria for up to 8 months. Samples were analyzed for 566 substances by gas-chromatography/mass-spectrometry. We analyzed relationships between frequency and concentrations of pesticides, land use, meteorological parameters, substance properties, and season. We found totally 67 pesticide active ingredients (24 herbicides, 30 fungicides, 13 insecticides) with 10-53 pesticides per site. Herbicides metolachlor, pendimethalin, prosulfocarb, terbuthylazine, and the fungicide HCB were found in all PUF samplers, and glyphosate in all PEF samplers; chlorpyrifos-ethyl was the most abundant insecticide found in 93% of the samplers. Highest concentrations showed the herbicide prosulfocarb (725 ± 1218 ng sample-1), the fungicide folpet (412 ± 465 ng sample-1), and the insecticide chlorpyrifos-ethyl (110 ± 98 ng sample-1). Pesticide numbers and concentrations increased with increasing proportions of arable land in the surroundings. However, pesticides were also found in two National Parks (10 and 33 pesticides) or a city center (17 pesticides). Pesticide numbers and concentrations changed between seasons and correlated with land use, temperature, radiation, and wind, but were unaffected by substance volatility. Potential ecotoxicological exposure of mammals, birds, earthworms, fish, and honeybees increased with increasing pesticide numbers and concentrations. Human toxicity potential of detected pesticides was high, with averaged 54% being acutely toxic, 39% reproduction toxic, 24% cancerogenic, and 10% endocrine disrupting. This widespread pesticide air pollution indicates that current environmental risk assessments, field application techniques, protective measures, and regulations are inadequate to protect the environment and humans from potentially harmful exposure."
35605324,"Effect of carbendazim on honey bee health: Assessment of survival, pollen consumption, and gut microbiome composition.","Gut microbiota and nutrition play major roles in honey bee health. Recent reports have shown that pesticides can disrupt the gut microbiota and cause malnutrition in honey bees. Carbendazim is the most commonly used fungicide in China, but it is not clear whether carbendazim negatively affects the gut microbes and nutrient intake levels in honey bees. To address this research gap, we assessed the effects of carbendazim on the survival, pollen consumption, and sequenced 16 S rRNA gene to determine the bacterial composition in the midgut and hindgut. Our results suggest that carbendazim exposure does not cause acute death in honey bees even at high concentrations (5000 mg/L), which are extremely unlikely to exist under field conditions. Carbendazim does not disturb the microbiome composition in the gut of young worker bees during gut microbial colonization and adult worker bees with established gut communities in the mid and hindgut. However, carbendazim exposure significantly decreases pollen consumption in honey bees. Thus, exposure of bees to carbendazim can perturb their beneficial nutrition homeostasis, potentially reducing honey bee immunity and increasing their susceptibility to infection by pathogens, which influence effectiveness as pollinators, even colony health."
35628621,The Metabolism of a Novel Cytochrome P450 (CYP77B34) in Tribenuron-Methyl-Resistant Descurainia sophia L. to Herbicides with Different Mode of Actions.,"Descurainia sophia L. (flixweeds) is a noxious broad-leaf weed infesting winter wheat fields in China that has evolved high resistance to tribenuron-methyl. In this work, a brand new gene CYP77B34 was cloned from tribenuron-methyl-resistant (TR) D. sophia and transferred into Arabidopsis thaliana, and the sensitivities of Arabidopsis with or without the CYP77B34 transgene to herbicides with a different mode of actions (MoAs) were tested. Compared to Arabidopsis expressing pCAMBIA1302-GFP (empty plasmid), Arabidopsis transferring pCAMBIA1302-CYP77B34 (recombinant plasmid) became resistant to acetolactate synthase (ALS)-inhibiting herbicide tribenuron-methyl, protoporphyrinogen oxidase (PPO)-inhibiting herbicides carfentrazone-ethyl and oxyfluorfen. Cytochrome P450 inhibitor malathion could reverse the resistance to tribenuron-methyl, carfentrazone-ethyl and oxyfluorfen in transgenic Arabidopsis plants. In addition, the metabolic rates of tribenuron-methyl in Arabidopsis expressing CYP77B34 were significantly higher than those in Arabidopsis expressing pCAMBIA1302-GFP. Other than that, the transgenic plants showed some tolerance to very-long-chain fatty acid synthesis (VLCFAs)-inhibiting herbicide pretilachlor and photosystem (PS) II-inhibiting herbicide bromoxynil. Subcellular localization revealed that the CYP77B34 protein was located in the endoplasmic reticulum (ER). These results clearly indicated that CYP77B34 mediated D. sophia resistance to tribenuron-methyl and may have been involved in D. sophia cross-resistance to carfentrazone-ethyl, oxyfluorfen, pretilachlor and bromoxynil."
35628802,Peel Diffusion and Antifungal Efficacy of Different Fungicides in Pear Fruit: Structure-Diffusion-Activity Relationships.,"Fungal pathogens can invade not only the fruit peel but also the outer part of the fruit mesocarp, limiting the efficacy of fungicides. In this study, the relationships between fungicide structure, diffusion capacity and in vivo efficacy were evaluated for the first time. The diffusion capacity from pear peel to mesocarp of 11 antifungal compounds, including p-aminobenzoic acid, carbendazim, difenoconazole, dipicolinic acid, flusilazole, gentamicin, kojic acid, prochloraz, quinolinic acid, thiophanate methyl and thiram was screened. The obtained results indicated that size and especially polarity were negatively correlated with the diffusion capacity. Although some antifungal compounds, such as prochloraz and carbendazim, were completely degraded after a few days in peel and mesocarp, other compounds, such as p-aminobenzoic acid and kojic acid, showed high stability. When applying the antifungal compounds at the EC50 concentrations, it was observed that the compounds with high diffusion capacity showed higher in vivo antifungal activity against Alternaria alternata than compounds with low diffusion capacity. In contrast, there was no relationship between stability and in vivo efficacy. Collectively, the obtained results indicated that the diffusion capacity plays an important role in the efficacy of fungicides for the control of pear fruit diseases."
