relation_pair_key,pred_label,entity1_canonical_text,entity1_type,entity2_canonical_text,entity2_type,relation_group,relation_count,max_pred_score,mean_pred_score,pmids,unique_pmid_count,same_sentence_count,has_validated_pesticide,has_unvalidated_chemical,example_title
spinosad||ChemicalEntity -- thrips||DiseaseOrPhenotypicFeature,Association,spinosad,ChemicalEntity,thrips,DiseaseOrPhenotypicFeature,General association,1,7.3793902,7.379,22847768,1,1,True,False,Thiamethoxam acts as a target-site synergist of spinosad in resistant strains of Frankliniella occidentalis.
spinosad||ChemicalEntity -- thrips||OrganismTaxon,Association,spinosad,ChemicalEntity,thrips,OrganismTaxon,General association,1,8.176021,8.176,22847768,1,1,True,False,Thiamethoxam acts as a target-site synergist of spinosad in resistant strains of Frankliniella occidentalis.
spinosad||ChemicalEntity -- toxicity||DiseaseOrPhenotypicFeature,Association,spinosad,ChemicalEntity,toxicity,DiseaseOrPhenotypicFeature,General association,2,7.9781876,7.836,22928293,1,2,True,False,Acute toxicities and sublethal effects of some conventional insecticides on Trichogramma chilonis (Hymenoptera: Trichogrammatidae).
spinosad||ChemicalEntity -- wasp||OrganismTaxon,Association,spinosad,ChemicalEntity,wasp,OrganismTaxon,General association,1,5.9855776,5.986,11561838,1,1,True,False,Potential for areawide integrated management of Mediterranean fruit fly (Diptera: Tephritidae) with a braconid parasitoid and a novel bait spray.
"spinosad||ChemicalEntity --> 5-[2-(2-butoxyethoxy)ethoxymethyl]-6-propyl-1,3-benzodioxole||ChemicalEntity",Negative_Correlation,spinosad,ChemicalEntity,"5-[2-(2-butoxyethoxy)ethoxymethyl]-6-propyl-1,3-benzodioxole",ChemicalEntity,Negative effect,1,6.117926,6.118,36976980,1,0,True,False,Enhancing the Toxicity of Cypermethrin and Spinosad against Spodoptera littoralis (Lepidoptera: Noctuidae) by Inhibition of Detoxification Enzymes.
spinosad||ChemicalEntity --> ACP||GeneOrGeneProduct,Positive_Correlation,spinosad,ChemicalEntity,ACP,GeneOrGeneProduct,Positive effect,1,8.851489,8.851,26081270,1,1,True,False,Hepato- and nephrotoxicity in male albino rats exposed to malathion and spinosad in stored wheat grains.
spinosad||ChemicalEntity --> ALP||GeneOrGeneProduct,Positive_Correlation,spinosad,ChemicalEntity,ALP,GeneOrGeneProduct,Positive effect,1,8.760407,8.76,26081270,1,1,True,False,Hepato- and nephrotoxicity in male albino rats exposed to malathion and spinosad in stored wheat grains.
spinosad||ChemicalEntity --> ALT||GeneOrGeneProduct,Positive_Correlation,spinosad,ChemicalEntity,ALT,GeneOrGeneProduct,Positive effect,1,9.015594,9.016,26081270,1,1,True,False,Hepato- and nephrotoxicity in male albino rats exposed to malathion and spinosad in stored wheat grains.
spinosad||ChemicalEntity --> Bdα6||GeneOrGeneProduct,Positive_Correlation,spinosad,ChemicalEntity,Bdα6,GeneOrGeneProduct,Positive effect,1,8.151338,8.151,22898623,1,1,True,False,Truncated transcripts of nicotinic acetylcholine subunit gene Bdα6 are associated with spinosad resistance in Bactrocera dorsalis.
spinosad||ChemicalEntity --> Bt cotton||OrganismTaxon,Negative_Correlation,spinosad,ChemicalEntity,Bt cotton,OrganismTaxon,Negative effect,1,7.16874,7.169,23077589,1,1,True,False,Field evolved resistance in Helicoverpa armigera (Lepidoptera: Noctuidae) to Bacillus thuringiensis toxin Cry1Ac in Pakistan.
spinosad||ChemicalEntity --> H. armigera||OrganismTaxon,Negative_Correlation,spinosad,ChemicalEntity,H. armigera,OrganismTaxon,Negative effect,1,5.5089626,5.509,23077589,1,1,True,False,Field evolved resistance in Helicoverpa armigera (Lepidoptera: Noctuidae) to Bacillus thuringiensis toxin Cry1Ac in Pakistan.
spinosad||ChemicalEntity --> Helicoverpa armigera||OrganismTaxon,Positive_Correlation,spinosad,ChemicalEntity,Helicoverpa armigera,OrganismTaxon,Positive effect,1,7.0687313,7.069,23077589,1,0,True,False,Field evolved resistance in Helicoverpa armigera (Lepidoptera: Noctuidae) to Bacillus thuringiensis toxin Cry1Ac in Pakistan.
spinosad||ChemicalEntity --> L. decemlineata||OrganismTaxon,Negative_Correlation,spinosad,ChemicalEntity,L. decemlineata,OrganismTaxon,Negative effect,1,7.0361094,7.036,35735842,1,1,True,False,Characterization of Insecticide Response-Associated Transcripts in the Colorado Potato Beetle: Relevance of Selected Cytochrome P450s and Clothianidin.
spinosad||ChemicalEntity --> Listronotus maculicollis Kirby||OrganismTaxon,Negative_Correlation,spinosad,ChemicalEntity,Listronotus maculicollis Kirby,OrganismTaxon,Negative effect,1,6.1108127,6.111,29800225,1,1,True,False,Pyrethroid-Resistance Level Affects Performance of Larvicides and Adulticides From Different Insecticide Classes in Populations of Listronotus maculicollis (Coleoptera: Curculionidae).
spinosad||ChemicalEntity --> Ostrinia nubilalis (||OrganismTaxon,Negative_Correlation,spinosad,ChemicalEntity,Ostrinia nubilalis (,OrganismTaxon,Negative effect,1,6.7656064,6.766,19253647,1,1,True,False,Integrating chemical and biological control of European corn borer in bell pepper.
spinosad||ChemicalEntity --> Plutella xylostella||OrganismTaxon,Negative_Correlation,spinosad,ChemicalEntity,Plutella xylostella,OrganismTaxon,Negative effect,1,8.693159,8.693,24766444,1,1,True,False,"Correlation between pesticide resistance and enzyme activity in the diamondback moth, Plutella xylostella."
spinosad||ChemicalEntity --> Pseudodorus clavatus (F.)||OrganismTaxon,Negative_Correlation,spinosad,ChemicalEntity,Pseudodorus clavatus (F.),OrganismTaxon,Negative effect,1,5.7589874,5.759,15841224,1,1,True,False,Toxicity of fruit fly baits to beneficial insects in citrus.
spinosad||ChemicalEntity --> R. indifferens||OrganismTaxon,Negative_Correlation,spinosad,ChemicalEntity,R. indifferens,OrganismTaxon,Negative effect,1,5.922828,5.923,21404858,1,1,True,False,Mortality and oviposition of western cherry fruit fly (Diptera: Tephritidae) exposed to different insecticide baits for varying periods in the presence and absence of food.
spinosad||ChemicalEntity --> S. frugiperda||OrganismTaxon,Negative_Correlation,spinosad,ChemicalEntity,S. frugiperda,OrganismTaxon,Negative effect,2,5.839269,5.671,35143580,1,2,True,False,Insecticide resistance in Australian Spodoptera frugiperda (J.E. Smith) and development of testing procedures for resistance surveillance.
spinosad||ChemicalEntity --> Spodoptera frugiperda||OrganismTaxon,Negative_Correlation,spinosad,ChemicalEntity,Spodoptera frugiperda,OrganismTaxon,Negative effect,2,6.5853744,6.255,35143580,1,1,True,False,Insecticide resistance in Australian Spodoptera frugiperda (J.E. Smith) and development of testing procedures for resistance surveillance.
spinosad||ChemicalEntity --> T. chilonis||OrganismTaxon,Negative_Correlation,spinosad,ChemicalEntity,T. chilonis,OrganismTaxon,Negative effect,1,8.138796,8.139,22928293,1,1,True,False,Acute toxicities and sublethal effects of some conventional insecticides on Trichogramma chilonis (Hymenoptera: Trichogrammatidae).
spinosad||ChemicalEntity --> T. chilonis||OrganismTaxon,Positive_Correlation,spinosad,ChemicalEntity,T. chilonis,OrganismTaxon,Positive effect,1,8.151338,8.151,22928293,1,1,True,False,Acute toxicities and sublethal effects of some conventional insecticides on Trichogramma chilonis (Hymenoptera: Trichogrammatidae).
spinosad||ChemicalEntity --> Trichogramma chilonis Ishii||OrganismTaxon,Negative_Correlation,spinosad,ChemicalEntity,Trichogramma chilonis Ishii,OrganismTaxon,Negative effect,1,6.185592,6.186,22928293,1,1,True,False,Acute toxicities and sublethal effects of some conventional insecticides on Trichogramma chilonis (Hymenoptera: Trichogrammatidae).
spinosad||ChemicalEntity --> Triticum aestivum||OrganismTaxon,Negative_Correlation,spinosad,ChemicalEntity,Triticum aestivum,OrganismTaxon,Negative effect,1,7.4802527,7.48,26081270,1,1,True,False,Hepato- and nephrotoxicity in male albino rats exposed to malathion and spinosad in stored wheat grains.
spinosad||ChemicalEntity --> Zika||DiseaseOrPhenotypicFeature,Positive_Correlation,spinosad,ChemicalEntity,Zika,DiseaseOrPhenotypicFeature,Positive effect,1,5.5244803,5.524,31390780,1,1,True,False,"Efficacy of Spinosad Granules and Lambda-Cyhalothrin Contrasts with Reduced Performance of Temephos for Control of Aedes spp. in Vehicle Tires in Veracruz, Mexico."
spinosad||ChemicalEntity --> bell pepper||OrganismTaxon,Negative_Correlation,spinosad,ChemicalEntity,bell pepper,OrganismTaxon,Negative effect,1,5.9639816,5.964,19253647,1,0,True,False,Integrating chemical and biological control of European corn borer in bell pepper.
spinosad||ChemicalEntity --> bluegrass weevil||OrganismTaxon,Negative_Correlation,spinosad,ChemicalEntity,bluegrass weevil,OrganismTaxon,Negative effect,1,6.8292317,6.829,29800225,1,1,True,False,Pyrethroid-Resistance Level Affects Performance of Larvicides and Adulticides From Different Insecticide Classes in Populations of Listronotus maculicollis (Coleoptera: Curculionidae).
spinosad||ChemicalEntity --> chikungunya||DiseaseOrPhenotypicFeature,Positive_Correlation,spinosad,ChemicalEntity,chikungunya,DiseaseOrPhenotypicFeature,Positive effect,1,5.8076305,5.808,31390780,1,1,True,False,"Efficacy of Spinosad Granules and Lambda-Cyhalothrin Contrasts with Reduced Performance of Temephos for Control of Aedes spp. in Vehicle Tires in Veracruz, Mexico."
spinosad||ChemicalEntity --> chlorantraniliprole||ChemicalEntity,Negative_Correlation,spinosad,ChemicalEntity,chlorantraniliprole,ChemicalEntity,Negative effect,1,7.97682,7.977,31840405,1,1,True,False,"House fly resistance to chlorantraniliprole: cross resistance patterns, stability and associated fitness costs."
spinosad||ChemicalEntity --> coffee||OrganismTaxon,Negative_Correlation,spinosad,ChemicalEntity,coffee,OrganismTaxon,Negative effect,1,6.372474,6.372,11561838,1,1,True,False,Potential for areawide integrated management of Mediterranean fruit fly (Diptera: Tephritidae) with a braconid parasitoid and a novel bait spray.
spinosad||ChemicalEntity --> dengue||DiseaseOrPhenotypicFeature,Negative_Correlation,spinosad,ChemicalEntity,dengue,DiseaseOrPhenotypicFeature,Negative effect,1,6.449588,6.45,31390780,1,1,True,False,"Efficacy of Spinosad Granules and Lambda-Cyhalothrin Contrasts with Reduced Performance of Temephos for Control of Aedes spp. in Vehicle Tires in Veracruz, Mexico."
spinosad||ChemicalEntity --> dog||OrganismTaxon,Negative_Correlation,spinosad,ChemicalEntity,dog,OrganismTaxon,Negative effect,1,7.7026963,7.703,25869961,1,1,True,False,"Expellency, anti-feeding and speed of kill of a dinotefuran-permethrin-pyriproxyfen spot-on (Vectra®3D) in dogs weekly challenged with adult fleas (Ctenocephalides felis) for 1 month-comparison to a spinosad tablet (Comfortis®)."
spinosad||ChemicalEntity --> fruit fly||OrganismTaxon,Negative_Correlation,spinosad,ChemicalEntity,fruit fly,OrganismTaxon,Negative effect,1,7.374406,7.374,15841224,1,1,True,False,Toxicity of fruit fly baits to beneficial insects in citrus.
spinosad||ChemicalEntity --> head lice||DiseaseOrPhenotypicFeature,Negative_Correlation,spinosad,ChemicalEntity,head lice,DiseaseOrPhenotypicFeature,Negative effect,3,9.417389,9.201,22177544,1,3,True,False,Head lice and the use of spinosad.
spinosad||ChemicalEntity --> hepatic and renal toxicity||DiseaseOrPhenotypicFeature,Negative_Correlation,spinosad,ChemicalEntity,hepatic and renal toxicity,DiseaseOrPhenotypicFeature,Negative effect,1,6.4751434,6.475,26081270,1,1,True,False,Hepato- and nephrotoxicity in male albino rats exposed to malathion and spinosad in stored wheat grains.
spinosad||ChemicalEntity --> imidacloprid||ChemicalEntity,Positive_Correlation,spinosad,ChemicalEntity,imidacloprid,ChemicalEntity,Positive effect,1,8.151338,8.151,22847768,1,1,True,False,Thiamethoxam acts as a target-site synergist of spinosad in resistant strains of Frankliniella occidentalis.
spinosad||ChemicalEntity --> thrips||DiseaseOrPhenotypicFeature,Negative_Correlation,spinosad,ChemicalEntity,thrips,DiseaseOrPhenotypicFeature,Negative effect,1,9.025794,9.026,21770013,1,1,True,False,Integrated management of Thrips tabaci (Thysanoptera: Thripidae) on onion in north-western Italy: basic approaches for supervised control.
spinosad||ChemicalEntity --> thrips||OrganismTaxon,Negative_Correlation,spinosad,ChemicalEntity,thrips,OrganismTaxon,Negative effect,1,8.069679,8.07,21770013,1,1,True,False,Integrated management of Thrips tabaci (Thysanoptera: Thripidae) on onion in north-western Italy: basic approaches for supervised control.
spinosad||ChemicalEntity --> toxicity||DiseaseOrPhenotypicFeature,Negative_Correlation,spinosad,ChemicalEntity,toxicity,DiseaseOrPhenotypicFeature,Negative effect,1,5.8525443,5.853,26470128,1,1,True,False,Effects of Orchard Pesticides on Galendromus occidentalis (Acari: Phytoseiidae): Repellency and Irritancy.
spinosad||ChemicalEntity --> toxicity||DiseaseOrPhenotypicFeature,Positive_Correlation,spinosad,ChemicalEntity,toxicity,DiseaseOrPhenotypicFeature,Positive effect,2,8.1134615,7.754,22847768 | 34608487,2,2,True,False,Thiamethoxam acts as a target-site synergist of spinosad in resistant strains of Frankliniella occidentalis.
spinosad||ChemicalEntity --> western cherry fruit fly||OrganismTaxon,Negative_Correlation,spinosad,ChemicalEntity,western cherry fruit fly,OrganismTaxon,Negative effect,1,6.6868916,6.687,21404858,1,1,True,False,Mortality and oviposition of western cherry fruit fly (Diptera: Tephritidae) exposed to different insecticide baits for varying periods in the presence and absence of food.
spiromesifen||ChemicalEntity -- spirotetramat||ChemicalEntity,Association,spiromesifen,ChemicalEntity,spirotetramat,ChemicalEntity,General association,1,9.961663,9.962,26920309,1,1,True,False,Determination of spirocyclic tetronic/tetramic acid derivatives and neonicotinoid insecticides in fruits and vegetables by liquid chromatography and mass spectrometry after dispersive liquid-liquid microextraction.
spirotetramat||ChemicalEntity -- thiamethoxam||ChemicalEntity,Bind,thiamethoxam,ChemicalEntity,spirotetramat,ChemicalEntity,Binding / interaction,1,4.249267,4.249,32652756,1,1,True,False,"Control efficacy and joint toxicity of thiamethoxam mixed with spirotetramat against the Asian citrus psyllid, Diaphorina citri Kuwayama."
spirotetramat||ChemicalEntity -- thiamethoxam||ChemicalEntity,Comparison,thiamethoxam,ChemicalEntity,spirotetramat,ChemicalEntity,Comparison,1,4.0403304,4.04,32652756,1,1,True,False,"Control efficacy and joint toxicity of thiamethoxam mixed with spirotetramat against the Asian citrus psyllid, Diaphorina citri Kuwayama."
spirotetramat||ChemicalEntity --> Asian citrus psyllid||OrganismTaxon,Negative_Correlation,spirotetramat,ChemicalEntity,Asian citrus psyllid,OrganismTaxon,Negative effect,1,6.502393,6.502,32652756,1,1,True,False,"Control efficacy and joint toxicity of thiamethoxam mixed with spirotetramat against the Asian citrus psyllid, Diaphorina citri Kuwayama."
spirotetramat||ChemicalEntity --> Asian citrus psyllid||OrganismTaxon,Positive_Correlation,spirotetramat,ChemicalEntity,Asian citrus psyllid,OrganismTaxon,Positive effect,1,3.4012582,3.401,32652756,1,1,True,False,"Control efficacy and joint toxicity of thiamethoxam mixed with spirotetramat against the Asian citrus psyllid, Diaphorina citri Kuwayama."
spirotetramat||ChemicalEntity --> Diaphorina citri Kuwayama||OrganismTaxon,Negative_Correlation,spirotetramat,ChemicalEntity,Diaphorina citri Kuwayama,OrganismTaxon,Negative effect,1,7.2819004,7.282,32652756,1,1,True,False,"Control efficacy and joint toxicity of thiamethoxam mixed with spirotetramat against the Asian citrus psyllid, Diaphorina citri Kuwayama."
spirotetramat||ChemicalEntity --> Diaphorina citri||OrganismTaxon,Negative_Correlation,spirotetramat,ChemicalEntity,Diaphorina citri,OrganismTaxon,Negative effect,1,7.576644,7.577,32652756,1,1,True,False,"Control efficacy and joint toxicity of thiamethoxam mixed with spirotetramat against the Asian citrus psyllid, Diaphorina citri Kuwayama."
spirotetramat||ChemicalEntity --> citrus groves||OrganismTaxon,Negative_Correlation,spirotetramat,ChemicalEntity,citrus groves,OrganismTaxon,Negative effect,1,7.7088313,7.709,32652756,1,1,True,False,"Control efficacy and joint toxicity of thiamethoxam mixed with spirotetramat against the Asian citrus psyllid, Diaphorina citri Kuwayama."
sulfane||ChemicalEntity --> aldrin||ChemicalEntity,Negative_Correlation,sulfane,ChemicalEntity,aldrin,ChemicalEntity,Negative effect,1,8.580088,8.58,11700263,1,1,True,False,Non-Hodgkin's lymphoma and specific pesticide exposures in men: cross-Canada study of pesticides and health.
sulfluramid||ChemicalEntity --> A. sexdens||OrganismTaxon,Positive_Correlation,sulfluramid,ChemicalEntity,A. sexdens,OrganismTaxon,Positive effect,1,9.032636,9.033,33982404,1,1,True,False,Contamination routes and mortality of the leaf-cutting ant Atta sexdens (Hymenoptera: Formicidae) by the insecticides fipronil and sulfluramid through social interactions.
sulfluramid||ChemicalEntity --> LCA||DiseaseOrPhenotypicFeature,Positive_Correlation,sulfluramid,ChemicalEntity,LCA,DiseaseOrPhenotypicFeature,Positive effect,2,9.450775,9.242,33982404,1,1,True,False,Contamination routes and mortality of the leaf-cutting ant Atta sexdens (Hymenoptera: Formicidae) by the insecticides fipronil and sulfluramid through social interactions.
sulfoxaflor||ChemicalEntity --> GST||GeneOrGeneProduct,Positive_Correlation,sulfoxaflor,ChemicalEntity,GST,GeneOrGeneProduct,Positive effect,1,8.733766,8.734,30371799,1,1,True,False,Identification and Functional Characterization of Two Sigma Glutathione S-Transferase Genes From Bird Cherry-Oat Aphid (Hemiptera: Aphididae).
sulfoxaflor||ChemicalEntity --> M. persicae||OrganismTaxon,Negative_Correlation,sulfoxaflor,ChemicalEntity,M. persicae,OrganismTaxon,Negative effect,3,7.4095445,7.328,36127049,1,3,True,False,Impact of the nicotinic acetylcholine receptor mutation R81T on the response of European Myzus persicae populations to imidacloprid and sulfoxaflor in laboratory and in the field.
sulfoxaflor||ChemicalEntity --> Myzus persicae||OrganismTaxon,Negative_Correlation,sulfoxaflor,ChemicalEntity,Myzus persicae,OrganismTaxon,Negative effect,2,7.853908,7.266,36127049,1,1,True,False,Impact of the nicotinic acetylcholine receptor mutation R81T on the response of European Myzus persicae populations to imidacloprid and sulfoxaflor in laboratory and in the field.
sulfoxaflor||ChemicalEntity --> Prunus persica var||OrganismTaxon,Negative_Correlation,sulfoxaflor,ChemicalEntity,Prunus persica var,OrganismTaxon,Negative effect,1,6.725797,6.726,36127049,1,1,True,False,Impact of the nicotinic acetylcholine receptor mutation R81T on the response of European Myzus persicae populations to imidacloprid and sulfoxaflor in laboratory and in the field.
sulfoxaflor||ChemicalEntity --> Prunus persica||OrganismTaxon,Negative_Correlation,sulfoxaflor,ChemicalEntity,Prunus persica,OrganismTaxon,Negative effect,1,6.122759,6.123,36127049,1,1,True,False,Impact of the nicotinic acetylcholine receptor mutation R81T on the response of European Myzus persicae populations to imidacloprid and sulfoxaflor in laboratory and in the field.
sulfoxaflor||ChemicalEntity --> harlequin ladybird||OrganismTaxon,Negative_Correlation,sulfoxaflor,ChemicalEntity,harlequin ladybird,OrganismTaxon,Negative effect,1,7.7387786,7.739,34442247,1,1,True,False,Transgenerational Effects of a Neonicotinoid and a Novel Sulfoximine Insecticide on the Harlequin Ladybird.
sulfoxaflor||ChemicalEntity --> imidacloprid||ChemicalEntity,Negative_Correlation,sulfoxaflor,ChemicalEntity,imidacloprid,ChemicalEntity,Negative effect,1,5.0852695,5.085,36127049,1,1,True,False,Impact of the nicotinic acetylcholine receptor mutation R81T on the response of European Myzus persicae populations to imidacloprid and sulfoxaflor in laboratory and in the field.
sulfoxaflor||ChemicalEntity --> peach||OrganismTaxon,Negative_Correlation,sulfoxaflor,ChemicalEntity,peach,OrganismTaxon,Negative effect,1,6.199531,6.2,36127049,1,1,True,False,Impact of the nicotinic acetylcholine receptor mutation R81T on the response of European Myzus persicae populations to imidacloprid and sulfoxaflor in laboratory and in the field.
sulfoxaflor||ChemicalEntity --> spirotetramat||ChemicalEntity,Cotreatment,sulfoxaflor,ChemicalEntity,spirotetramat,ChemicalEntity,Treatment / co-exposure,1,4.1621513,4.162,36127049,1,1,True,False,Impact of the nicotinic acetylcholine receptor mutation R81T on the response of European Myzus persicae populations to imidacloprid and sulfoxaflor in laboratory and in the field.
supermethrin||ChemicalEntity --> Hypersensibility||DiseaseOrPhenotypicFeature,Positive_Correlation,supermethrin,ChemicalEntity,Hypersensibility,DiseaseOrPhenotypicFeature,Positive effect,1,9.490831,9.491,8659091,1,1,True,False,"[The effect of supermethrin, an insecticide, on health status indicators in sheep during subchronic poisoning]."
supermethrin||ChemicalEntity --> depressive||DiseaseOrPhenotypicFeature,Positive_Correlation,supermethrin,ChemicalEntity,depressive,DiseaseOrPhenotypicFeature,Positive effect,2,7.831542,7.76,8659091,1,2,True,False,"[The effect of supermethrin, an insecticide, on health status indicators in sheep during subchronic poisoning]."
supermethrin||ChemicalEntity --> sheep||OrganismTaxon,Negative_Correlation,supermethrin,ChemicalEntity,sheep,OrganismTaxon,Negative effect,1,8.480097,8.48,8659091,1,1,True,False,"[The effect of supermethrin, an insecticide, on health status indicators in sheep during subchronic poisoning]."
supermethrin||ChemicalEntity --> sheep||OrganismTaxon,Positive_Correlation,supermethrin,ChemicalEntity,sheep,OrganismTaxon,Positive effect,1,6.249502,6.25,8659091,1,0,True,False,"[The effect of supermethrin, an insecticide, on health status indicators in sheep during subchronic poisoning]."
supermethrin||ChemicalEntity --> tremor||DiseaseOrPhenotypicFeature,Positive_Correlation,supermethrin,ChemicalEntity,tremor,DiseaseOrPhenotypicFeature,Positive effect,1,8.288378,8.288,8659091,1,1,True,False,"[The effect of supermethrin, an insecticide, on health status indicators in sheep during subchronic poisoning]."
tau-fluvalinate||ChemicalEntity --> Ae. albopictus||OrganismTaxon,Negative_Correlation,tau-fluvalinate,ChemicalEntity,Ae. albopictus,OrganismTaxon,Negative effect,1,5.4502196,5.45,18666535,1,1,True,False,Residual effectiveness of three pyrethroids on vegetation against adult Aedes albopictus and Culex quinquefasciatus in screened field cages.
tau-fluvalinate||ChemicalEntity --> Aedes albopictus||OrganismTaxon,Negative_Correlation,tau-fluvalinate,ChemicalEntity,Aedes albopictus,OrganismTaxon,Negative effect,1,6.746142,6.746,18666535,1,1,True,False,Residual effectiveness of three pyrethroids on vegetation against adult Aedes albopictus and Culex quinquefasciatus in screened field cages.
tau-fluvalinate||ChemicalEntity --> CSFB||DiseaseOrPhenotypicFeature,Negative_Correlation,tau-fluvalinate,ChemicalEntity,CSFB,DiseaseOrPhenotypicFeature,Negative effect,1,8.232936,8.233,31539393,1,1,True,False,Cabbage stem flea beetle's (Psylliodes chrysocephala L.) susceptibility to pyrethroids and tolerance to thiacloprid in the Czech Republic.
tau-fluvalinate||ChemicalEntity --> Culex quinquefasciatus||OrganismTaxon,Negative_Correlation,tau-fluvalinate,ChemicalEntity,Culex quinquefasciatus,OrganismTaxon,Negative effect,1,6.377583,6.378,18666535,1,0,True,False,Residual effectiveness of three pyrethroids on vegetation against adult Aedes albopictus and Culex quinquefasciatus in screened field cages.
tau-fluvalinate||ChemicalEntity --> Cx. quinquefasciatus||OrganismTaxon,Negative_Correlation,tau-fluvalinate,ChemicalEntity,Cx. quinquefasciatus,OrganismTaxon,Negative effect,1,5.6911116,5.691,18666535,1,1,True,False,Residual effectiveness of three pyrethroids on vegetation against adult Aedes albopictus and Culex quinquefasciatus in screened field cages.
tau-fluvalinate||ChemicalEntity --> southern wax myrtle||OrganismTaxon,Negative_Correlation,tau-fluvalinate,ChemicalEntity,southern wax myrtle,OrganismTaxon,Negative effect,1,8.302021,8.302,18666535,1,1,True,False,Residual effectiveness of three pyrethroids on vegetation against adult Aedes albopictus and Culex quinquefasciatus in screened field cages.
tebufenozide||ChemicalEntity --> S. manilae||OrganismTaxon,Positive_Correlation,tebufenozide,ChemicalEntity,S. manilae,OrganismTaxon,Positive effect,1,7.940546,7.941,27958333,1,1,True,False,Toxicity of nine insecticides on four natural enemies of Spodoptera exigua.
tebufenozide||ChemicalEntity --> T. remus||OrganismTaxon,Positive_Correlation,tebufenozide,ChemicalEntity,T. remus,OrganismTaxon,Positive effect,1,6.2193117,6.219,27958333,1,1,True,False,Toxicity of nine insecticides on four natural enemies of Spodoptera exigua.
"tebufenpyrad||ChemicalEntity --> [[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate||ChemicalEntity",Negative_Correlation,tebufenpyrad,ChemicalEntity,"[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate",ChemicalEntity,Negative effect,1,9.228225,9.228,29168786,1,1,True,False,Effects of Commonly Used Pesticides in China on the Mitochondria and Ubiquitin-Proteasome System in Parkinson's Disease.
tebufenpyrad||ChemicalEntity --> disodium;sulfate||ChemicalEntity,Negative_Correlation,tebufenpyrad,ChemicalEntity,disodium;sulfate,ChemicalEntity,Negative effect,1,8.265791,8.266,15453417,1,1,True,False,Liquid chromatography-electrospray quadrupole ion-trap mass spectrometry of nine pesticides in fruits.
tebufenpyrad||ChemicalEntity --> fenpyroximate||ChemicalEntity,Negative_Correlation,tebufenpyrad,ChemicalEntity,fenpyroximate,ChemicalEntity,Negative effect,1,9.228225,9.228,29168786,1,1,True,False,Effects of Commonly Used Pesticides in China on the Mitochondria and Ubiquitin-Proteasome System in Parkinson's Disease.
tebufenpyrad||ChemicalEntity --> mitochondria dysfunction||DiseaseOrPhenotypicFeature,Negative_Correlation,tebufenpyrad,ChemicalEntity,mitochondria dysfunction,DiseaseOrPhenotypicFeature,Negative effect,1,9.228225,9.228,29168786,1,1,True,False,Effects of Commonly Used Pesticides in China on the Mitochondria and Ubiquitin-Proteasome System in Parkinson's Disease.
tebufenpyrad||ChemicalEntity --> mitochondria dysfunction||DiseaseOrPhenotypicFeature,Positive_Correlation,tebufenpyrad,ChemicalEntity,mitochondria dysfunction,DiseaseOrPhenotypicFeature,Positive effect,1,7.782308,7.782,29168786,1,1,True,False,Effects of Commonly Used Pesticides in China on the Mitochondria and Ubiquitin-Proteasome System in Parkinson's Disease.
teflubenzuron||ChemicalEntity --> Chrysodeixis includens||OrganismTaxon,Negative_Correlation,teflubenzuron,ChemicalEntity,Chrysodeixis includens,OrganismTaxon,Negative effect,1,6.4467688,6.447,36975902,1,1,True,False,"Selectivity of Insecticides to a Pupal Parasitoid, Trichospilus diatraeae (Hymenoptera: Eulophidae), of Soybean Caterpillars."
teflubenzuron||ChemicalEntity --> T. diatraeae||OrganismTaxon,Negative_Correlation,teflubenzuron,ChemicalEntity,T. diatraeae,OrganismTaxon,Negative effect,3,7.4412217,6.944,36975902,1,3,True,False,"Selectivity of Insecticides to a Pupal Parasitoid, Trichospilus diatraeae (Hymenoptera: Eulophidae), of Soybean Caterpillars."
teflubenzuron||ChemicalEntity --> acephate||ChemicalEntity,Negative_Correlation,teflubenzuron,ChemicalEntity,acephate,ChemicalEntity,Negative effect,1,6.9895864,6.99,36975902,1,1,True,False,"Selectivity of Insecticides to a Pupal Parasitoid, Trichospilus diatraeae (Hymenoptera: Eulophidae), of Soybean Caterpillars."
teflubenzuron||ChemicalEntity --> toxicity||DiseaseOrPhenotypicFeature,Negative_Correlation,teflubenzuron,ChemicalEntity,toxicity,DiseaseOrPhenotypicFeature,Negative effect,1,7.168873,7.169,36975902,1,1,True,False,"Selectivity of Insecticides to a Pupal Parasitoid, Trichospilus diatraeae (Hymenoptera: Eulophidae), of Soybean Caterpillars."
tefluthrin||ChemicalEntity --> maize||OrganismTaxon,Negative_Correlation,tefluthrin,ChemicalEntity,maize,OrganismTaxon,Negative effect,1,6.4664493,6.466,28560497,1,1,True,False,Fate and transport of furrow-applied granular tefluthrin and seed-coated clothianidin insecticides: Comparison of field-scale observations and model estimates.
