final_relation_key,pred_label,entity1_display_name,entity1_canonical_text,entity1_type,entity1_merge_id,entity1_pubchem_cid,entity1_pubchem_inchikey,entity2_display_name,entity2_canonical_text,entity2_type,entity2_merge_id,entity2_pubchem_cid,entity2_pubchem_inchikey,relation_group,relation_count,max_pred_score,mean_pred_score,pmids,same_sentence_count,has_validated_pesticide,has_unvalidated_chemical,example_title,unique_pmid_count
INCHIKEY:WVQBLGZPHOPPFO-UHFFFAOYSA-N||ChemicalEntity --> INCHIKEY:KPUREKXXPHOJQT-UHFFFAOYSA-N||ChemicalEntity,Positive_Correlation,metolachlor,metolachlor,ChemicalEntity,INCHIKEY:WVQBLGZPHOPPFO-UHFFFAOYSA-N,4169,WVQBLGZPHOPPFO-UHFFFAOYSA-N,mesotrione,mesotrione,ChemicalEntity,INCHIKEY:KPUREKXXPHOJQT-UHFFFAOYSA-N,175967,KPUREKXXPHOJQT-UHFFFAOYSA-N,Positive effect,1,5.7319684,5.732,29842837,1,True,False,"Dissipation of terbuthylazine, metolachlor, and mesotrione in soils with contrasting texture.",1
INCHIKEY:XDDAORKBJWWYJS-UHFFFAOYSA-N||ChemicalEntity --> TEXT:DiseaseOrPhenotypicFeature:toxicity||DiseaseOrPhenotypicFeature,Positive_Correlation,glyphosate,glyphosate,ChemicalEntity,INCHIKEY:XDDAORKBJWWYJS-UHFFFAOYSA-N,3496,XDDAORKBJWWYJS-UHFFFAOYSA-N,toxicity,toxicity,DiseaseOrPhenotypicFeature,TEXT:DiseaseOrPhenotypicFeature:toxicity,,,Positive effect,1,5.7319684,5.732,29848988,1,True,False,The Effect of Glyphosate on Human Sperm Motility and Sperm DNA Fragmentation.,1
INCHIKEY:XMTQQYYKAHVGBJ-UHFFFAOYSA-N||ChemicalEntity --> INCHIKEY:MXWJVTOOROXGIU-UHFFFAOYSA-N||ChemicalEntity,Positive_Correlation,"3-(3,4-dichlorophenyl)-1,1-dimethylurea","3-(3,4-dichlorophenyl)-1,1-dimethylurea",ChemicalEntity,INCHIKEY:XMTQQYYKAHVGBJ-UHFFFAOYSA-N,3120,XMTQQYYKAHVGBJ-UHFFFAOYSA-N,atrazine,atrazine,ChemicalEntity,INCHIKEY:MXWJVTOOROXGIU-UHFFFAOYSA-N,2256,MXWJVTOOROXGIU-UHFFFAOYSA-N,Positive effect,1,5.7319684,5.732,29797480,1,True,False,A novel psbA mutation (Phe274-Val) confers resistance to PSII herbicides in wild radish (Raphanus raphanistrum).,1
INCHIKEY:YWTYJOPNNQFBPC-UHFFFAOYSA-N||ChemicalEntity --> TEXT:GeneOrGeneProduct:royal jelly||GeneOrGeneProduct,Positive_Correlation,imidacloprid,imidacloprid,ChemicalEntity,INCHIKEY:YWTYJOPNNQFBPC-UHFFFAOYSA-N,86287518,YWTYJOPNNQFBPC-UHFFFAOYSA-N,royal jelly,royal jelly,GeneOrGeneProduct,TEXT:GeneOrGeneProduct:royal jelly,,,Positive effect,1,5.7319684,5.732,29851480,1,True,False,"Global Transcriptomic Effects of Environmentally Relevant Concentrations of the Neonicotinoids Clothianidin, Imidacloprid, and Thiamethoxam in the Brain of Honey Bees ( Apis mellifera).",1
INCHIKEY:YWTYJOPNNQFBPC-UHFFFAOYSA-N||ChemicalEntity --> TEXT:OrganismTaxon:e. andrei||OrganismTaxon,Positive_Correlation,imidacloprid,imidacloprid,ChemicalEntity,INCHIKEY:YWTYJOPNNQFBPC-UHFFFAOYSA-N,86287518,YWTYJOPNNQFBPC-UHFFFAOYSA-N,E. andrei,E. andrei,OrganismTaxon,TEXT:OrganismTaxon:e. andrei,,,Positive effect,1,5.731643,5.732,23261124,1,True,False,Earthworm ecotoxicological assessments of pesticides used to treat seeds under tropical conditions.,1
INCHIKEY:DFBKLUNHFCTMDC-PICURKEMSA-N||ChemicalEntity -- TEXT:OrganismTaxon:pigeons||OrganismTaxon,Association,dieldrin,dieldrin,ChemicalEntity,INCHIKEY:DFBKLUNHFCTMDC-PICURKEMSA-N,969491,DFBKLUNHFCTMDC-PICURKEMSA-N,pigeons,pigeons,OrganismTaxon,TEXT:OrganismTaxon:pigeons,,,General association,1,5.726504,5.727,2888582,1,True,False,Hepatic metabolism of cyclodiene insecticides by constitutive forms of cytochrome P-450 from lower vertebrates.,1
"INCHIKEY:VXSIXFKKSNGRRO-MXOVTSAMSA-N||ChemicalEntity --> TEXT:ChemicalEntity:trans-[(s)-cyano-(3-phenoxyphenyl)methyl] (1r,3r)-3-(2,2-dibromoethenyl)-2,2-dimethylcyclopropane-1-carboxylate||ChemicalEntity",Positive_Correlation,pyrethroid,pyrethroid,ChemicalEntity,INCHIKEY:VXSIXFKKSNGRRO-MXOVTSAMSA-N,60202781,VXSIXFKKSNGRRO-MXOVTSAMSA-N,"trans-[(S)-cyano-(3-phenoxyphenyl)methyl] (1R,3R)-3-(2,2-dibromoethenyl)-2,2-dimethylcyclopropane-1-carboxylate","trans-[(S)-cyano-(3-phenoxyphenyl)methyl] (1R,3R)-3-(2,2-dibromoethenyl)-2,2-dimethylcyclopropane-1-carboxylate",ChemicalEntity,"TEXT:ChemicalEntity:trans-[(s)-cyano-(3-phenoxyphenyl)methyl] (1r,3r)-3-(2,2-dibromoethenyl)-2,2-dimethylcyclopropane-1-carboxylate",,,Positive effect,3,5.726464,3.616,10554273 | 1895095 | 33602297,3,True,False,"Evaluation of pyrethroids lambda-cyhalothrin, deltamethrin and permethrin against Aedes albopictus in the laboratory.",3
INCHIKEY:LDVVMCZRFWMZSG-UHFFFAOYSA-N||ChemicalEntity --> TEXT:GeneOrGeneProduct:cyp||GeneOrGeneProduct,Positive_Correlation,captan,captan,ChemicalEntity,INCHIKEY:LDVVMCZRFWMZSG-UHFFFAOYSA-N,8606,LDVVMCZRFWMZSG-UHFFFAOYSA-N,CYP,CYP,GeneOrGeneProduct,TEXT:GeneOrGeneProduct:cyp,,,Positive effect,2,5.726464,5.571,10597907,2,True,False,Captan impairs CYP-catalyzed drug metabolism in the mouse.,1
INCHIKEY:QQODLKZGRKWIFG-UHFFFAOYSA-N||ChemicalEntity --> TEXT:OrganismTaxon:aedes aegypti||OrganismTaxon,Positive_Correlation,cyfluthrin,cyfluthrin,ChemicalEntity,INCHIKEY:QQODLKZGRKWIFG-UHFFFAOYSA-N,104926,QQODLKZGRKWIFG-UHFFFAOYSA-N,Aedes aegypti,Aedes aegypti,OrganismTaxon,TEXT:OrganismTaxon:aedes aegypti,,,Positive effect,2,5.726464,5.5,10514047,1,True,False,Laboratory testing of a lethal ovitrap for Aedes aegypti.,1
INCHIKEY:SBPBAQFWLVIOKP-UHFFFAOYSA-N||ChemicalEntity --> TEXT:GeneOrGeneProduct:ngf||GeneOrGeneProduct,Positive_Correlation,chlorpyrifos,chlorpyrifos,ChemicalEntity,INCHIKEY:SBPBAQFWLVIOKP-UHFFFAOYSA-N,2730,SBPBAQFWLVIOKP-UHFFFAOYSA-N,NGF,NGF,GeneOrGeneProduct,TEXT:GeneOrGeneProduct:ngf,,,Positive effect,2,5.726464,5.726,10700556,2,True,False,Developmental neurotoxicity of chlorpyrifos in vivo and in vitro: effects on nuclear transcription factors involved in cell replication and differentiation.,1
INCHIKEY:VXSIXFKKSNGRRO-MXOVTSAMSA-N||ChemicalEntity --> TEXT:GeneOrGeneProduct:peroxidase||GeneOrGeneProduct,Positive_Correlation,pyrethroid,pyrethroid,ChemicalEntity,INCHIKEY:VXSIXFKKSNGRRO-MXOVTSAMSA-N,60202781,VXSIXFKKSNGRRO-MXOVTSAMSA-N,peroxidase,peroxidase,GeneOrGeneProduct,TEXT:GeneOrGeneProduct:peroxidase,,,Positive effect,2,5.726464,5.571,10554273,2,True,False,Development of Immunoassays for Type II Synthetic Pyrethroids. 1. Hapten Design and Application to Heterologous and Homologous Assays.,1
INCHIKEY:KAATUXNTWXVJKI-UHFFFAOYSA-N||ChemicalEntity --> INCHIKEY:ZXQYGBMAQZUVMI-RDDWSQKMSA-N||ChemicalEntity,Positive_Correlation,cypermethrin,cypermethrin,ChemicalEntity,INCHIKEY:KAATUXNTWXVJKI-UHFFFAOYSA-N,2912,KAATUXNTWXVJKI-UHFFFAOYSA-N,lambda-cyhalothrin,lambda-cyhalothrin,ChemicalEntity,INCHIKEY:ZXQYGBMAQZUVMI-RDDWSQKMSA-N,6440557,ZXQYGBMAQZUVMI-RDDWSQKMSA-N,Positive effect,1,5.726464,5.726,10759312,1,True,False,Insecticide resistance in Brazilian Triatoma infestans and Venezuelan Rhodnius prolixus.,1
INCHIKEY:LDVVMCZRFWMZSG-UHFFFAOYSA-N||ChemicalEntity --> TEXT:GeneOrGeneProduct:cyp2b9||GeneOrGeneProduct,Positive_Correlation,captan,captan,ChemicalEntity,INCHIKEY:LDVVMCZRFWMZSG-UHFFFAOYSA-N,8606,LDVVMCZRFWMZSG-UHFFFAOYSA-N,CYP2B9,CYP2B9,GeneOrGeneProduct,TEXT:GeneOrGeneProduct:cyp2b9,,,Positive effect,1,5.726464,5.726,10597907,1,True,False,Captan impairs CYP-catalyzed drug metabolism in the mouse.,1
INCHIKEY:LDVVMCZRFWMZSG-UHFFFAOYSA-N||ChemicalEntity --> TEXT:GeneOrGeneProduct:methoxyresorufin||GeneOrGeneProduct,Positive_Correlation,captan,captan,ChemicalEntity,INCHIKEY:LDVVMCZRFWMZSG-UHFFFAOYSA-N,8606,LDVVMCZRFWMZSG-UHFFFAOYSA-N,methoxyresorufin,methoxyresorufin,GeneOrGeneProduct,TEXT:GeneOrGeneProduct:methoxyresorufin,,,Positive effect,1,5.726464,5.726,10597907,1,True,False,Captan impairs CYP-catalyzed drug metabolism in the mouse.,1
INCHIKEY:LDVVMCZRFWMZSG-UHFFFAOYSA-N||ChemicalEntity --> TEXT:OrganismTaxon:murine||OrganismTaxon,Positive_Correlation,captan,captan,ChemicalEntity,INCHIKEY:LDVVMCZRFWMZSG-UHFFFAOYSA-N,8606,LDVVMCZRFWMZSG-UHFFFAOYSA-N,murine,murine,OrganismTaxon,TEXT:OrganismTaxon:murine,,,Positive effect,1,5.726464,5.726,10597907,0,True,False,Captan impairs CYP-catalyzed drug metabolism in the mouse.,1
INCHIKEY:MUMGGOZAMZWBJJ-DYKIIFRCSA-N||ChemicalEntity --> INCHIKEY:LDVVMCZRFWMZSG-UHFFFAOYSA-N||ChemicalEntity,Positive_Correlation,"(8R,9S,10R,13S,14S,17S)-17-hydroxy-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one","(8R,9S,10R,13S,14S,17S)-17-hydroxy-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one",ChemicalEntity,INCHIKEY:MUMGGOZAMZWBJJ-DYKIIFRCSA-N,6013,MUMGGOZAMZWBJJ-DYKIIFRCSA-N,captan,captan,ChemicalEntity,INCHIKEY:LDVVMCZRFWMZSG-UHFFFAOYSA-N,8606,LDVVMCZRFWMZSG-UHFFFAOYSA-N,Positive effect,1,5.726464,5.726,10597907,1,True,False,Captan impairs CYP-catalyzed drug metabolism in the mouse.,1
INCHIKEY:SBPBAQFWLVIOKP-UHFFFAOYSA-N||ChemicalEntity --> TEXT:GeneOrGeneProduct:factors||GeneOrGeneProduct,Positive_Correlation,chlorpyrifos,chlorpyrifos,ChemicalEntity,INCHIKEY:SBPBAQFWLVIOKP-UHFFFAOYSA-N,2730,SBPBAQFWLVIOKP-UHFFFAOYSA-N,factors,factors,GeneOrGeneProduct,TEXT:GeneOrGeneProduct:factors,,,Positive effect,1,5.726464,5.726,10700556,1,True,False,Developmental neurotoxicity of chlorpyrifos in vivo and in vitro: effects on nuclear transcription factors involved in cell replication and differentiation.,1
INCHIKEY:VXSIXFKKSNGRRO-MXOVTSAMSA-N||ChemicalEntity --> INCHIKEY:KAATUXNTWXVJKI-UHFFFAOYSA-N||ChemicalEntity,Positive_Correlation,pyrethroid,pyrethroid,ChemicalEntity,INCHIKEY:VXSIXFKKSNGRRO-MXOVTSAMSA-N,60202781,VXSIXFKKSNGRRO-MXOVTSAMSA-N,cypermethrin,cypermethrin,ChemicalEntity,INCHIKEY:KAATUXNTWXVJKI-UHFFFAOYSA-N,2912,KAATUXNTWXVJKI-UHFFFAOYSA-N,Positive effect,1,5.726464,5.726,10554273,1,True,False,Development of Immunoassays for Type II Synthetic Pyrethroids. 1. Hapten Design and Application to Heterologous and Homologous Assays.,1
INCHIKEY:ZXQYGBMAQZUVMI-RDDWSQKMSA-N||ChemicalEntity --> INCHIKEY:VXSIXFKKSNGRRO-MXOVTSAMSA-N||ChemicalEntity,Positive_Correlation,lambda-cyhalothrin,lambda-cyhalothrin,ChemicalEntity,INCHIKEY:ZXQYGBMAQZUVMI-RDDWSQKMSA-N,6440557,ZXQYGBMAQZUVMI-RDDWSQKMSA-N,pyrethroid,pyrethroid,ChemicalEntity,INCHIKEY:VXSIXFKKSNGRRO-MXOVTSAMSA-N,60202781,VXSIXFKKSNGRRO-MXOVTSAMSA-N,Positive effect,1,5.726464,5.726,10759312,1,True,False,Insecticide resistance in Brazilian Triatoma infestans and Venezuelan Rhodnius prolixus.,1
TEXT:ChemicalEntity:organophosphate||ChemicalEntity --> INCHIKEY:SBPBAQFWLVIOKP-UHFFFAOYSA-N||ChemicalEntity,Positive_Correlation,organophosphate,organophosphate,ChemicalEntity,TEXT:ChemicalEntity:organophosphate,,,chlorpyrifos,chlorpyrifos,ChemicalEntity,INCHIKEY:SBPBAQFWLVIOKP-UHFFFAOYSA-N,2730,SBPBAQFWLVIOKP-UHFFFAOYSA-N,Positive effect,1,5.726464,5.726,10700556,1,True,False,Developmental neurotoxicity of chlorpyrifos in vivo and in vitro: effects on nuclear transcription factors involved in cell replication and differentiation.,1
"TEXT:ChemicalEntity:trans-[(s)-cyano-(3-phenoxyphenyl)methyl] (1r,3r)-3-(2,2-dibromoethenyl)-2,2-dimethylcyclopropane-1-carboxylate||ChemicalEntity --> INCHIKEY:KAATUXNTWXVJKI-UHFFFAOYSA-N||ChemicalEntity",Positive_Correlation,"trans-[(S)-cyano-(3-phenoxyphenyl)methyl] (1R,3R)-3-(2,2-dibromoethenyl)-2,2-dimethylcyclopropane-1-carboxylate","trans-[(S)-cyano-(3-phenoxyphenyl)methyl] (1R,3R)-3-(2,2-dibromoethenyl)-2,2-dimethylcyclopropane-1-carboxylate",ChemicalEntity,"TEXT:ChemicalEntity:trans-[(s)-cyano-(3-phenoxyphenyl)methyl] (1r,3r)-3-(2,2-dibromoethenyl)-2,2-dimethylcyclopropane-1-carboxylate",,,cypermethrin,cypermethrin,ChemicalEntity,INCHIKEY:KAATUXNTWXVJKI-UHFFFAOYSA-N,2912,KAATUXNTWXVJKI-UHFFFAOYSA-N,Positive effect,1,5.726464,5.726,10554273,1,True,False,Development of Immunoassays for Type II Synthetic Pyrethroids. 1. Hapten Design and Application to Heterologous and Homologous Assays.,1
INCHIKEY:ZXQYGBMAQZUVMI-RDDWSQKMSA-N||ChemicalEntity -- TEXT:OrganismTaxon:p. xylostella||OrganismTaxon,Association,lambda-cyhalothrin,lambda-cyhalothrin,ChemicalEntity,INCHIKEY:ZXQYGBMAQZUVMI-RDDWSQKMSA-N,6440557,ZXQYGBMAQZUVMI-RDDWSQKMSA-N,P. xylostella,P. xylostella,OrganismTaxon,TEXT:OrganismTaxon:p. xylostella,,,General association,1,5.722323,5.722,14503595,1,True,False,Comparative susceptibilities of diamondback moth (Lepidoptera: Plutellidae) and cabbage looper (Lepidoptera: Noctuidae) from Minnesota and south Texas to lambda-cyhalothrin and indoxacarb.,1
INCHIKEY:WFDXOXNFNRHQEC-GHRIWEEISA-N||ChemicalEntity --> TEXT:DiseaseOrPhenotypicFeature:downy mildew||DiseaseOrPhenotypicFeature,Negative_Correlation,azoxystrobin,azoxystrobin,ChemicalEntity,INCHIKEY:WFDXOXNFNRHQEC-GHRIWEEISA-N,3034285,WFDXOXNFNRHQEC-GHRIWEEISA-N,downy mildew,downy mildew,DiseaseOrPhenotypicFeature,TEXT:DiseaseOrPhenotypicFeature:downy mildew,,,Negative effect,1,5.7219677,5.722,30708752,1,True,False,First Report of QoI-Resistant Downy Mildew (Plasmopara viticola) of Grape (Vitis vinifera cv. Vidal Blanc) in Kentucky.,1
INCHIKEY:VXSIXFKKSNGRRO-MXOVTSAMSA-N||ChemicalEntity --> TEXT:OrganismTaxon:woman||OrganismTaxon,Positive_Correlation,pyrethroid,pyrethroid,ChemicalEntity,INCHIKEY:VXSIXFKKSNGRRO-MXOVTSAMSA-N,60202781,VXSIXFKKSNGRRO-MXOVTSAMSA-N,woman,woman,OrganismTaxon,TEXT:OrganismTaxon:woman,,,Positive effect,2,5.7216105,5.722,19019354,2,True,False,"Combined analysis of prenatal (maternal hair and blood) and neonatal (infant hair, cord blood and meconium) matrices to detect fetal exposure to environmental pesticides.",1
INCHIKEY:YLPGTOIOYRQOHV-UHFFFAOYSA-N||ChemicalEntity --> INCHIKEY:ZCVAOQKBXKSDMS-AQYZNVCMSA-N||ChemicalEntity,Positive_Correlation,pretilachlor,pretilachlor,ChemicalEntity,INCHIKEY:YLPGTOIOYRQOHV-UHFFFAOYSA-N,91644,YLPGTOIOYRQOHV-UHFFFAOYSA-N,d-trans-allethrin,d-trans-allethrin,ChemicalEntity,INCHIKEY:ZCVAOQKBXKSDMS-AQYZNVCMSA-N,15558638,ZCVAOQKBXKSDMS-AQYZNVCMSA-N,Positive effect,1,5.7216105,5.722,19019354,1,True,False,"Combined analysis of prenatal (maternal hair and blood) and neonatal (infant hair, cord blood and meconium) matrices to detect fetal exposure to environmental pesticides.",1
INCHIKEY:ZCVAOQKBXKSDMS-AQYZNVCMSA-N||ChemicalEntity --> INCHIKEY:YLPGTOIOYRQOHV-UHFFFAOYSA-N||ChemicalEntity,Positive_Correlation,d-trans-allethrin,d-trans-allethrin,ChemicalEntity,INCHIKEY:ZCVAOQKBXKSDMS-AQYZNVCMSA-N,15558638,ZCVAOQKBXKSDMS-AQYZNVCMSA-N,pretilachlor,pretilachlor,ChemicalEntity,INCHIKEY:YLPGTOIOYRQOHV-UHFFFAOYSA-N,91644,YLPGTOIOYRQOHV-UHFFFAOYSA-N,Positive effect,1,5.7216105,5.722,19019354,1,True,False,"Combined analysis of prenatal (maternal hair and blood) and neonatal (infant hair, cord blood and meconium) matrices to detect fetal exposure to environmental pesticides.",1
INCHIKEY:CWVRPJSBNHNJSI-XQNSMLJCSA-N||ChemicalEntity --> TEXT:OrganismTaxon:cassiicola||OrganismTaxon,Negative_Correlation,coumoxystrobin,coumoxystrobin,ChemicalEntity,INCHIKEY:CWVRPJSBNHNJSI-XQNSMLJCSA-N,45380432,CWVRPJSBNHNJSI-XQNSMLJCSA-N,cassiicola,cassiicola,OrganismTaxon,TEXT:OrganismTaxon:cassiicola,,,Negative effect,1,5.7212353,5.721,30744902,1,True,False,Benzimidazole- and QoI-resistance in Corynespora cassiicola populations from greenhouse-cultivated cucumber: An emerging problem in China.,1
INCHIKEY:YASYVMFAVPKPKE-UHFFFAOYSA-N||ChemicalEntity --> TEXT:OrganismTaxon:chrysodeixis includens||OrganismTaxon,Negative_Correlation,acephate,acephate,ChemicalEntity,INCHIKEY:YASYVMFAVPKPKE-UHFFFAOYSA-N,1982,YASYVMFAVPKPKE-UHFFFAOYSA-N,Chrysodeixis includens,Chrysodeixis includens,OrganismTaxon,TEXT:OrganismTaxon:chrysodeixis includens,,,Negative effect,1,5.7208834,5.721,36975902,1,True,False,"Selectivity of Insecticides to a Pupal Parasitoid, Trichospilus diatraeae (Hymenoptera: Eulophidae), of Soybean Caterpillars.",1
"TEXT:ChemicalEntity:trans-[(s)-cyano-(3-phenoxyphenyl)methyl] (1r,3r)-3-(2,2-dibromoethenyl)-2,2-dimethylcyclopropane-1-carboxylate||ChemicalEntity --> INCHIKEY:FTNJWQUOZFUQQJ-NDAWSKJSSA-N||ChemicalEntity",Negative_Correlation,"trans-[(S)-cyano-(3-phenoxyphenyl)methyl] (1R,3R)-3-(2,2-dibromoethenyl)-2,2-dimethylcyclopropane-1-carboxylate","trans-[(S)-cyano-(3-phenoxyphenyl)methyl] (1R,3R)-3-(2,2-dibromoethenyl)-2,2-dimethylcyclopropane-1-carboxylate",ChemicalEntity,"TEXT:ChemicalEntity:trans-[(s)-cyano-(3-phenoxyphenyl)methyl] (1r,3r)-3-(2,2-dibromoethenyl)-2,2-dimethylcyclopropane-1-carboxylate",,,azadirachtin,azadirachtin,ChemicalEntity,INCHIKEY:FTNJWQUOZFUQQJ-NDAWSKJSSA-N,5281303,FTNJWQUOZFUQQJ-NDAWSKJSSA-N,Negative effect,1,5.7208834,5.721,36975902,1,True,False,"Selectivity of Insecticides to a Pupal Parasitoid, Trichospilus diatraeae (Hymenoptera: Eulophidae), of Soybean Caterpillars.",1
INCHIKEY:QXJKBPAVAHBARF-UHFFFAOYSA-N||ChemicalEntity -- INCHIKEY:TWFZGCMQGLPBSX-UHFFFAOYSA-N||ChemicalEntity,Association,procymidone,procymidone,ChemicalEntity,INCHIKEY:QXJKBPAVAHBARF-UHFFFAOYSA-N,36242,QXJKBPAVAHBARF-UHFFFAOYSA-N,carbendazim,carbendazim,ChemicalEntity,INCHIKEY:TWFZGCMQGLPBSX-UHFFFAOYSA-N,25429,TWFZGCMQGLPBSX-UHFFFAOYSA-N,General association,1,5.7195015,5.72,33044139,1,True,False,Exploring the Biological and Molecular Characteristics of Resistance to Fludioxonil in Sclerotinia sclerotiorum From Soybean in China.,1
INCHIKEY:TWFZGCMQGLPBSX-UHFFFAOYSA-N||ChemicalEntity --> TEXT:DiseaseOrPhenotypicFeature:fungal pathogens||DiseaseOrPhenotypicFeature,Negative_Correlation,carbendazim,carbendazim,ChemicalEntity,INCHIKEY:TWFZGCMQGLPBSX-UHFFFAOYSA-N,25429,TWFZGCMQGLPBSX-UHFFFAOYSA-N,fungal pathogens,fungal pathogens,DiseaseOrPhenotypicFeature,TEXT:DiseaseOrPhenotypicFeature:fungal pathogens,,,Negative effect,1,5.718168,5.718,35142498,1,True,False,Cyclo(l-proline-l-serine) Dipeptide Suppresses Seed Borne Fungal Pathogens of Rice: Altered Cellular Membrane Integrity of Fungal Hyphae and Seed Quality Benefits.,1
INCHIKEY:VXSIXFKKSNGRRO-MXOVTSAMSA-N||ChemicalEntity --> TEXT:OrganismTaxon:nilaparvata lugens||OrganismTaxon,Negative_Correlation,pyrethroid,pyrethroid,ChemicalEntity,INCHIKEY:VXSIXFKKSNGRRO-MXOVTSAMSA-N,60202781,VXSIXFKKSNGRRO-MXOVTSAMSA-N,Nilaparvata lugens,Nilaparvata lugens,OrganismTaxon,TEXT:OrganismTaxon:nilaparvata lugens,,,Negative effect,2,5.717882,5.581,11415437,2,True,False,Glutathione S-transferases as antioxidant defence agents confer pyrethroid resistance in Nilaparvata lugens.,1
INCHIKEY:WCXDHFDTOYPNIE-UHFFFAOYSA-N||ChemicalEntity -- TEXT:OrganismTaxon:western cherry fruit fly||OrganismTaxon,Association,acetamiprid,acetamiprid,ChemicalEntity,INCHIKEY:WCXDHFDTOYPNIE-UHFFFAOYSA-N,213021,WCXDHFDTOYPNIE-UHFFFAOYSA-N,western cherry fruit fly,western cherry fruit fly,OrganismTaxon,TEXT:OrganismTaxon:western cherry fruit fly,,,General association,1,5.717877,5.718,21404858,0,True,False,Mortality and oviposition of western cherry fruit fly (Diptera: Tephritidae) exposed to different insecticide baits for varying periods in the presence and absence of food.,1
INCHIKEY:VXSIXFKKSNGRRO-MXOVTSAMSA-N||ChemicalEntity --> TEXT:OrganismTaxon:h. azteca||OrganismTaxon,Positive_Correlation,pyrethroid,pyrethroid,ChemicalEntity,INCHIKEY:VXSIXFKKSNGRRO-MXOVTSAMSA-N,60202781,VXSIXFKKSNGRRO-MXOVTSAMSA-N,H. azteca,H. azteca,OrganismTaxon,TEXT:OrganismTaxon:h. azteca,,,Positive effect,1,5.7163663,5.716,25929226,1,True,False,Comparative sensitivity of field and laboratory populations of Hyalella azteca to the pyrethroid insecticides bifenthrin and cypermethrin.,1
INCHIKEY:VXSIXFKKSNGRRO-MXOVTSAMSA-N||ChemicalEntity --> TEXT:OrganismTaxon:an. gambiae||OrganismTaxon,Negative_Correlation,pyrethroid,pyrethroid,ChemicalEntity,INCHIKEY:VXSIXFKKSNGRRO-MXOVTSAMSA-N,60202781,VXSIXFKKSNGRRO-MXOVTSAMSA-N,An. gambiae,An. gambiae,OrganismTaxon,TEXT:OrganismTaxon:an. gambiae,,,Negative effect,2,5.7145553,4.847,24330734 | 31694595,2,True,False,"Impact of land-use on malaria transmission in the Plateau region, southeastern Benin.",2
INCHIKEY:RLLPVAHGXHCWKJ-UHFFFAOYSA-N||ChemicalEntity --> TEXT:OrganismTaxon:hyalomma spp||OrganismTaxon,Negative_Correlation,permethrin,permethrin,ChemicalEntity,INCHIKEY:RLLPVAHGXHCWKJ-UHFFFAOYSA-N,40326,RLLPVAHGXHCWKJ-UHFFFAOYSA-N,Hyalomma spp.,Hyalomma spp.,OrganismTaxon,TEXT:OrganismTaxon:hyalomma spp,,,Negative effect,1,5.713093,5.713,8308355,0,True,False,Susceptibility of three tick Hyalomma spp. from North Sinai Governorate to certain pesticide groups.,1
INCHIKEY:MXWJVTOOROXGIU-UHFFFAOYSA-N||ChemicalEntity -- INCHIKEY:VNWKTOKETHGBQD-UHFFFAOYSA-N||ChemicalEntity,Association,atrazine,atrazine,ChemicalEntity,INCHIKEY:MXWJVTOOROXGIU-UHFFFAOYSA-N,2256,MXWJVTOOROXGIU-UHFFFAOYSA-N,methane,methane,ChemicalEntity,INCHIKEY:VNWKTOKETHGBQD-UHFFFAOYSA-N,297,VNWKTOKETHGBQD-UHFFFAOYSA-N,General association,2,5.7129865,5.518,22128536 | 4024447,2,True,False,Preparation and characterization of a lipoid adsorption material and its atrazine removal performance.,2
INCHIKEY:RLLPVAHGXHCWKJ-UHFFFAOYSA-N||ChemicalEntity --> TEXT:OrganismTaxon:lutzomyia longipalpis||OrganismTaxon,Negative_Correlation,permethrin,permethrin,ChemicalEntity,INCHIKEY:RLLPVAHGXHCWKJ-UHFFFAOYSA-N,40326,RLLPVAHGXHCWKJ-UHFFFAOYSA-N,Lutzomyia longipalpis,Lutzomyia longipalpis,OrganismTaxon,TEXT:OrganismTaxon:lutzomyia longipalpis,,,Negative effect,1,5.7115884,5.712,23642213,1,True,False,Insecticide-impregnated netting as a potential tool for long-lasting control of the leishmaniasis vector Lutzomyia longipalpis in animal shelters.,1
INCHIKEY:TWFZGCMQGLPBSX-UHFFFAOYSA-N||ChemicalEntity -- TEXT:OrganismTaxon:cucumber||OrganismTaxon,Association,carbendazim,carbendazim,ChemicalEntity,INCHIKEY:TWFZGCMQGLPBSX-UHFFFAOYSA-N,25429,TWFZGCMQGLPBSX-UHFFFAOYSA-N,cucumber,cucumber,OrganismTaxon,TEXT:OrganismTaxon:cucumber,,,General association,1,5.7114034,5.711,22667099,0,True,False,[Determination of thiophanate-methyl and carbendazim in cucumber and soil by QuEChERS-high performance liquid chromatography-triple quadrupole tandem mass spectrometry].,1
INCHIKEY:YWTYJOPNNQFBPC-UHFFFAOYSA-N||ChemicalEntity -- TEXT:OrganismTaxon:procambarus clarkii||OrganismTaxon,Association,imidacloprid,imidacloprid,ChemicalEntity,INCHIKEY:YWTYJOPNNQFBPC-UHFFFAOYSA-N,86287518,YWTYJOPNNQFBPC-UHFFFAOYSA-N,Procambarus clarkii,Procambarus clarkii,OrganismTaxon,TEXT:OrganismTaxon:procambarus clarkii,,,General association,1,5.708346,5.708,34304056,1,True,False,"Imidacloprid induces locomotion impairment of the freshwater crayfish, Procambarus clarkii via neurotoxicity and oxidative stress in digestive system.",1
